ID,title,rating,release_date,original_language,IMDb_ID,genre,plot,box_office_domestic,box_office_worldwide
158,Train to Busan,7.747,2016-07-20,ko,tt5700672,"Action, Horror, Thriller","Sok-woo, a father with not much time for his daughter, Soo-ahn, are boarding the KTX, a fast train that shall bring them from Seoul to Busan. But during their journey, the apocalypse begins, and most of the earth's population become flesh craving zombies. While the KTX is shooting towards Busan, the passenger's fight for their families and lives against the zombies - and each other.","$2,129,768",87547518
159,The Possession,6.035,2012-08-30,en,tt0431021,"Horror, Mystery, Thriller","The basketball coach Clyde and his wife Stephanie divorced a couple of months ago and their teenage daughter Hannah and the girl Emily 'Em' live with their mother and spend the weekends with their father. One day, Clyde stops his car in a yard sale and Em buys an antique carved box and becomes obsessed with it. Em finds the hidden lock and releases an evil spirit that possesses her. Soon Clyde discovers that Em has a problem, but his ex-wife and her boyfriend Brett do not pay attention to him and get a restraining order against Clyde. Clyde seeks out Professor McMannis and when he sees the box, he explains that it is the Dibbuk Box, where a fiend is trapped inside. He also explains that the box should not be open; otherwise the person will be possessed by the spirit. Now Clyde travels to a Jewish community in New York and the rabbi's son Tzadok returns with him expecting to exorcise Em to save the girl.","$49,130,154",85446075
160,Carrie,6.044,2013-10-16,en,tt1939659,"Drama, Horror, Thriller","The outcast teenager Carrie White is bullied by her classmates at high school. Her mother, Margaret White, is a pious and paranoid woman that sees sin everywhere and the need of self-inflicting punishment. When Carrie has her first period, she does not understand what is happening to her and her classmates humiliate her in the changing room. The spiteful Chris Hargensen videotapes Carrie with her cellphone and posts it on the Internet. Their teacher Ms. Desjardin punishes the students, but when Chris challenges her, she is suspended and consequently is banned from the prom. Meanwhile, Carrie discovers that she has telekinesis and learns how to control her ability. Sue Snell, one of the girls that tormented Carrie, feels bad and asks her boyfriend Tommy Ross to invite Carrie to go with him to the prom to make up for what she did to Carrie. But Chris and her boyfriend Billy Nolan plot an evil prank with her friends to get back at Carrie.","$35,266,619",84790678
161,Priest,5.852,2011-05-05,en,tt0822847,"Action, Fantasy, Horror","PRIEST, a post-apocalyptic action thriller, is set in an alternative world -- one ravaged by centuries of war between man and vampires. The story revolves around a legendary Warrior Priest from the last Vampire War who now lives in obscurity among the other downtrodden human inhabitants in walled-in dystopian cities ruled by the Church. When his niece is abducted by a murderous pack of vampires, Priest breaks his sacred vows to venture out on a quest to find her before they turn her into one of them. He is joined on his crusade by his niece's boyfriend, a trigger-fingered young wasteland sheriff, and a former Warrior Priestess who possesses otherworldly fighting skills.","$29,137,000",84154026
162,Trap,6.235,2024-07-31,en,tt26753003,"Crime, Horror, Mystery",A father and his teen daughter attend a pop concert only to realize they've entered the center of a dark and sinister event.,"$42,777,281",83677281
163,Piranha 3D,5.4,2010-08-20,en,tt0464154,"Comedy, Horror","After a sudden underwater earthquake, that releases thousands of prehistoric piranha just in time for spring break. As the spring breakers party at Lake Victoria the piranhas attack and local police, friends and family must work together to stop it.","$25,003,155",83188165
164,Rings,5.014,2017-02-01,en,tt0498381,"Drama, Horror, Mystery","Julia becomes worried about her boyfriend, Holt, when he explores the dark urban legend of a mysterious video said to kill the watcher seven days after viewing. She sacrifices herself to save her boyfriend and in doing so makes a horrifying discovery: there is a ""movie within the movie"" that no one has ever seen before.","$27,793,018",83080890
165,The Strangers,6.124,2008-05-29,en,tt0482606,"Horror, Mystery, Thriller","After returning from a wedding reception, a couple staying in an isolated vacation house receive a knock on the door in the mid-hours of the night. What ensues is a violent invasion by three strangers, their faces hidden behind masks. The couple find themselves in a violent struggle, in which they go beyond what either of them thought capable in order to survive.","$52,597,610",83051676
166,28 Days Later,7.237,2002-10-31,en,tt0289043,"Drama, Horror, Sci-Fi","Animal activists invade a laboratory with the intention of releasing chimpanzees that are undergoing experimentation, infected by a virus -a virus that causes rage. The naive activists ignore the pleas of a scientist to keep the cages locked, with disastrous results. Twenty-eight days later, our protagonist, Jim, wakes up from a coma, alone, in an abandoned hospital. He begins to seek out anyone else to find London is deserted, apparently without a living soul. After finding a church, which had become inhabited by zombie like humans intent on his demise, he runs for his life. Selena and Mark rescue him from the horde and bring him up to date on the mass carnage and horror as all of London tore itself apart. This is a tale of survival and ultimately, heroics, with nice subtext about mankind's savage nature.","$45,064,915",82784517
167,Sinister,6.871,2012-03-29,en,tt1922777,"Horror, Mystery, Thriller","Crime writer Ellison Oswalt moves his family into a house where a horrific crime took place earlier, but his family doesn't know. He begins researching the crime in hopes of writing a book about it. Oswalt examines video footage that he finds in the house to help him in his research, but he soon discovers more than he bargained for.","$48,086,903",82515113
168,The Boogeyman,6.388,2023-05-31,en,tt3427252,"Horror, Mystery, Thriller","Two sisters grieving the recent death of their mother without receiving much support from their father, a therapist who is dealing with his own grief, must face a supernatural entity that feeds on the suffering of its victims.","$43,244,282",82344833
169,Hannibal Rising,6.256,2007-02-06,en,tt0367959,"Adventure, Crime, Drama","Mischa and Hannibal, baby brother and sister, are inseparable; it is their love for each other that ties their bond. Their companionship is forever binding, until, with their family, while hiding from the Nazi war machine a twisted set of circumstance sets the pace for a most vicious attack on the future of one Hannibal Lecter for the sworn vengeance for the brutal killing of his baby sister. Years later, we find Hannibal, the teenager, setting up in Paris, and living with his aunt Lady Murasaki Shikibu and studying at medical school here he finds his forte. Still searching for his sister's murderers, still bitter and still ever hopeful of satisfying his desire for retribution. This chance arrives, and soon we are to learn that for a pound of flesh lost a pound of flesh must be repaid. This is the horrific tale of justice and honor, a young man's growing pains that will have the guilty paying with more than just flesh and bone. This is the up and rising tale of the young Hannibal, pray you do not meet him, for meat you shall be to him. Taste his wrath.","$27,670,986",82169884
